,symboling,normalized-losses,make,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,city-L/100km,highway-L/100km,horsepower-binned,4wd,fwd,rwd,aspiration-turbo,aspiration-turbo
118,std,,hatchback,93.7,0.7558865929841423,0.8861111111111111,50.6,1967,,,0.27607361963190186,2bbl,2.97,3.23,9.4,68,5500.0,31.0,38,6229.0,7.580645161290323,Low,0,1.0,,inf,Low,0,1,0,0,0
119,std,,sedan,93.7,0.8039404132628545,0.8861111111111111,50.8,1989,,,0.27607361963190186,2bbl,2.97,3.23,9.4,68,5500.0,31.0,38,6692.0,7.580645161290323,Low,0,1.0,,inf,Low,0,1,0,0,0
120,std,,sedan,93.7,0.8039404132628545,0.8861111111111111,50.8,2191,,,0.3006134969325153,2bbl,2.97,3.23,9.4,68,5500.0,31.0,38,7609.0,7.580645161290323,Low,0,1.0,,inf,Low,0,1,0,0,0
121,std,,wagon,103.3,0.8390197020663143,0.8972222222222221,59.8,2535,,,0.37423312883435583,2bbl,3.35,3.46,8.5,88,5000.0,24.0,30,8921.0,9.791666666666666,Low,0,1.0,,inf,Low,0,1,0,0,0
122,turbo,,hatchback,95.9,0.8322921672272945,0.9208333333333332,50.2,2818,,,0.4785276073619632,spdi,3.59,3.86,7,145,5000.0,19.0,24,12764.0,12.36842105263158,Medium,0,1.0,,inf,Low,0,0,1,0,0
123,std,,hatchback,94.5,0.8116290245074483,0.9486111111111112,50.2,2778,,,0.46319018404907975,mpfi,3.94,3.11,9.5,143,5500.0,19.0,27,22018.0,12.36842105263158,Medium,0,1.0,,inf,Medium,0,0,1,0,0
124,std,,hardtop,89.5,0.8116290245074483,0.9027777777777778,51.6,2756,,,0.5950920245398773,mpfi,3.74,2.9,9.5,207,5900.0,17.0,25,32528.0,13.823529411764708,High,0,1.0,,inf,High,0,0,1,0,0
125,std,,hardtop,89.5,0.8116290245074483,0.9027777777777778,51.6,2756,,,0.5950920245398773,mpfi,3.74,2.9,9.5,207,5900.0,17.0,25,34028.0,13.823529411764708,High,0,1.0,,inf,High,0,0,1,0,0
126,std,,convertible,89.5,0.8116290245074483,0.9027777777777778,51.6,2800,,,0.5950920245398773,mpfi,3.74,2.9,9.5,207,5900.0,17.0,25,37028.0,13.823529411764708,High,0,1.0,,inf,High,0,0,1,0,0
127,std,,wagon,96.1,0.8721768380586257,0.9236111111111112,55.2,2579,,,0.4049079754601227,mpfi,3.46,3.9,8.7,104.256157635468,5125.369458128079,23.0,31,9295.0,10.217391304347826,Medium,0,1.0,,inf,Low,0,1,0,0,0
128,std,,hatchback,96.1,0.8495915425276309,0.925,50.5,2460,,,0.4049079754601227,mpfi,3.46,3.9,8.7,104.256157635468,5125.369458128079,23.0,31,9895.0,10.217391304347826,Medium,0,1.0,,inf,Low,0,1,0,0,0
129,std,,hatchback,99.1,0.8966842864007688,0.9236111111111112,56.1,2658,,,0.37116564417177916,mpfi,3.54,3.07,9.31,110,5250.0,21.0,28,11850.0,11.190476190476188,Medium,0,1.0,,inf,Low,0,1,0,0,0
130,std,,sedan,99.1,0.8966842864007688,0.9236111111111112,56.1,2695,,,0.37116564417177916,mpfi,3.54,3.07,9.3,110,5250.0,21.0,28,12170.0,11.190476190476188,Medium,0,1.0,,inf,Low,0,1,0,0,0
131,std,,hatchback,99.1,0.8966842864007688,0.9236111111111112,56.1,2707,,,0.37116564417177916,mpfi,2.54,2.07,9.3,110,5250.0,21.0,28,15040.0,11.190476190476188,Medium,0,1.0,,inf,Low,0,1,0,0,0
132,std,,sedan,99.1,0.8966842864007688,0.9236111111111112,56.1,2758,,,0.37116564417177916,mpfi,3.54,3.07,9.3,110,5250.0,21.0,28,15510.0,11.190476190476188,Medium,0,1.0,,inf,Low,0,1,0,0,0
133,turbo,,hatchback,99.1,0.8966842864007688,0.9236111111111112,56.1,2808,,,0.37116564417177916,mpfi,3.54,3.07,9,160,5500.0,19.0,26,18150.0,12.36842105263158,High,0,1.0,,inf,Low,0,1,0,0,0
134,turbo,,sedan,99.1,0.8966842864007688,0.9236111111111112,56.1,2847,,,0.37116564417177916,mpfi,3.54,3.07,9,160,5500.0,19.0,26,18620.0,12.36842105263158,High,0,1.0,,inf,Medium,0,1,0,0,0
135,std,,hatchback,93.7,0.7539644401729938,0.8805555555555555,53.7,2050,,,0.29754601226993865,2bbl,3.62,2.36,9,69,4900.0,31.0,36,5118.0,7.580645161290323,Low,0,1.0,,inf,Low,0,1,0,0,0
136,std,,hatchback,93.7,0.758769822200865,0.8833333333333333,53.7,2120,,,0.3312883435582822,2bbl,3.62,2.64,8.7,73,4400.0,26.0,31,7053.0,9.038461538461537,Low,0,1.0,,inf,Low,0,1,0,0,0
137,std,,hatchback,93.3,0.7558865929841423,0.8861111111111111,55.7,2240,,,0.3312883435582822,2bbl,3.62,2.64,8.7,73,4400.0,26.0,31,7603.0,9.038461538461537,Low,0,1.0,,inf,Low,1,0,0,0,0
138,std,,sedan,97.2,0.8265257087938491,0.9083333333333334,52.5,2145,,,0.3312883435582822,2bbl,3.62,2.64,9.5,82,4800.0,32.0,37,7126.0,7.34375,Low,0,1.0,,inf,Low,0,1,0,0,0
139,std,,sedan,97.2,0.8265257087938491,0.9083333333333334,52.5,2190,,,0.3312883435582822,2bbl,3.62,2.64,9.5,82,4400.0,28.0,33,7775.0,8.392857142857142,Low,0,1.0,,inf,Low,0,1,0,0,0
140,std,,sedan,97.2,0.8265257087938491,0.9083333333333334,52.5,2340,,,0.3312883435582822,mpfi,3.62,2.64,9,94,5200.0,26.0,32,9960.0,9.038461538461537,Low,0,1.0,,inf,Low,0,1,0,0,0
141,std,,sedan,97,0.8265257087938491,0.9083333333333334,54.3,2385,,,0.3312883435582822,2bbl,3.62,2.64,9,82,4800.0,24.0,25,9233.0,9.791666666666666,Low,0,1.0,,inf,Low,1,0,0,0,0
142,turbo,,sedan,97,0.8265257087938491,0.9083333333333334,54.3,2510,,,0.3312883435582822,mpfi,3.62,2.64,7.7,111,4800.0,24.0,29,11259.0,9.791666666666666,Medium,0,1.0,,inf,Low,1,0,0,0,0
143,std,,wagon,97,0.8337337818356559,0.9083333333333334,53,2290,,,0.3312883435582822,2bbl,3.62,2.64,9,82,4800.0,28.0,32,7463.0,8.392857142857142,Low,0,1.0,,inf,Low,0,1,0,0,0
144,std,,wagon,97,0.8337337818356559,0.9083333333333334,53,2455,,,0.3312883435582822,mpfi,3.62,2.64,9,94,5200.0,25.0,31,10198.0,9.4,Low,0,1.0,,inf,Low,0,1,0,0,0
145,std,,wagon,96.9,0.8342143200384431,0.9083333333333334,54.9,2420,,,0.3312883435582822,2bbl,3.62,2.64,9,82,4800.0,23.0,29,8013.0,10.217391304347826,Low,0,1.0,,inf,Low,1,0,0,0,0
146,turbo,,wagon,96.9,0.8342143200384431,0.9083333333333334,54.9,2650,,,0.3312883435582822,mpfi,3.62,2.64,7.7,111,4800.0,23.0,23,11694.0,10.217391304347826,Medium,0,1.0,,inf,Low,1,0,0,0,0
147,std,,hatchback,95.7,0.762614127823162,0.8833333333333333,54.5,1985,,,0.2822085889570552,2bbl,3.05,3.03,9,62,4800.0,35.0,39,5348.0,6.7142857142857135,Low,0,1.0,,inf,Low,0,1,0,0,0
148,std,,hatchback,95.7,0.762614127823162,0.8833333333333333,54.5,2040,,,0.2822085889570552,2bbl,3.05,3.03,9,62,4800.0,31.0,38,6338.0,7.580645161290323,Low,0,1.0,,inf,Low,0,1,0,0,0
149,std,,hatchback,95.7,0.762614127823162,0.8833333333333333,54.5,2015,,,0.2822085889570552,2bbl,3.05,3.03,9,62,4800.0,31.0,38,6488.0,7.580645161290323,Low,0,1.0,,inf,Low,0,1,0,0,0
150,std,,wagon,95.7,0.8154733301297453,0.8833333333333333,59.1,2280,,,0.2822085889570552,2bbl,3.05,3.03,9,62,4800.0,31.0,37,6918.0,7.580645161290323,Low,0,1.0,,inf,Low,0,1,0,0,0
151,std,,wagon,95.7,0.8154733301297453,0.8833333333333333,59.1,2290,,,0.2822085889570552,2bbl,3.05,3.03,9,62,4800.0,27.0,32,7898.0,8.703703703703704,Low,0,1.0,,inf,Low,1,0,0,0,0
152,std,,wagon,95.7,0.8154733301297453,0.8833333333333333,59.1,3110,,,0.2822085889570552,2bbl,3.05,3.03,9,62,4800.0,27.0,32,8778.0,8.703703703703704,Low,0,1.0,,inf,Low,1,0,0,0,0
153,std,,sedan,95.7,0.7991350312349833,0.8944444444444445,53,2081,,,0.3006134969325153,2bbl,3.19,3.03,9,70,4800.0,30.0,37,6938.0,7.833333333333332,Low,0,1.0,,inf,Low,0,1,0,0,0
154,std,,hatchback,95.7,0.7991350312349833,0.8944444444444445,52.8,2109,,,0.3006134969325153,2bbl,3.19,3.03,9,70,4800.0,30.0,37,7198.0,7.833333333333332,Low,0,1.0,,inf,Low,0,1,0,0,0
155,std,,sedan,95.7,0.7991350312349833,0.8944444444444445,53,2275,,,0.3374233128834356,idi,3.27,3.35,22.5,56,4500.0,34.0,36,7898.0,6.911764705882352,Low,1,0.0,,235.0,Low,0,1,0,0,0
156,std,,hatchback,95.7,0.7991350312349833,0.8944444444444445,52.8,2275,,,0.3374233128834356,idi,3.27,3.35,22.5,56,4500.0,38.0,47,7788.0,6.184210526315789,Low,1,0.0,,235.0,Low,0,1,0,0,0
157,std,,sedan,95.7,0.7991350312349833,0.8944444444444445,53,2094,,,0.3006134969325153,2bbl,3.19,3.03,9,70,4800.0,38.0,47,7738.0,6.184210526315789,Low,0,1.0,,inf,Low,0,1,0,0,0
158,std,,hatchback,95.7,0.7991350312349833,0.8944444444444445,52.8,2122,,,0.3006134969325153,2bbl,3.19,3.03,9,70,4800.0,28.0,34,8358.0,8.392857142857142,Low,0,1.0,,inf,Low,0,1,0,0,0
159,std,,sedan,95.7,0.7991350312349833,0.8944444444444445,52.8,2140,,,0.3006134969325153,2bbl,3.19,3.03,9,70,4800.0,28.0,34,9258.0,8.392857142857142,Low,0,1.0,,inf,Low,0,1,0,0,0
160,std,,sedan,94.5,0.810667948101874,0.8888888888888888,52.6,2169,,,0.3006134969325153,2bbl,3.19,3.03,9,70,4800.0,29.0,34,8058.0,8.103448275862071,Low,0,1.0,,inf,Low,0,0,1,0,0
161,std,,hatchback,94.5,0.810667948101874,0.8888888888888888,52.6,2204,,,0.3006134969325153,2bbl,3.19,3.03,9,70,4800.0,29.0,34,8238.0,8.103448275862071,Low,0,1.0,,inf,Low,0,0,1,0,0
162,std,,sedan,94.5,0.810667948101874,0.8888888888888888,52.6,2265,,,0.3006134969325153,mpfi,3.24,3.08,9.4,112,6600.0,26.0,29,9298.0,9.038461538461537,Medium,0,1.0,,inf,Low,0,0,1,0,0
163,std,,hatchback,94.5,0.810667948101874,0.8888888888888888,52.6,2300,,,0.3006134969325153,mpfi,3.24,3.08,9.4,112,6600.0,26.0,29,9538.0,9.038461538461537,Medium,0,1.0,,inf,Low,0,0,1,0,0
164,std,,hardtop,98.4,0.8467083133109082,0.9111111111111109,52,2540,,,0.44785276073619634,mpfi,3.62,3.5,9.3,116,4800.0,24.0,30,8449.0,9.791666666666666,Medium,0,1.0,,inf,Low,0,0,1,0,0
165,std,,hardtop,98.4,0.8467083133109082,0.9111111111111109,52,2536,,,0.44785276073619634,mpfi,3.62,3.5,9.3,116,4800.0,24.0,30,9639.0,9.791666666666666,Medium,0,1.0,,inf,Low,0,0,1,0,0
166,std,,hatchback,98.4,0.8467083133109082,0.9111111111111109,52,2551,,,0.44785276073619634,mpfi,3.62,3.5,9.3,116,4800.0,24.0,30,9989.0,9.791666666666666,Medium,0,1.0,,inf,Low,0,0,1,0,0
167,std,,hardtop,98.4,0.8467083133109082,0.9111111111111109,52,2679,,,0.44785276073619634,mpfi,3.62,3.5,9.3,116,4800.0,24.0,30,11199.0,9.791666666666666,Medium,0,1.0,,inf,Low,0,0,1,0,0
168,std,,hatchback,98.4,0.8467083133109082,0.9111111111111109,52,2714,,,0.44785276073619634,mpfi,3.62,3.5,9.3,116,4800.0,24.0,30,11549.0,9.791666666666666,Medium,0,1.0,,inf,Low,0,0,1,0,0
169,std,,convertible,98.4,0.8467083133109082,0.9111111111111109,53,2975,,,0.44785276073619634,mpfi,3.62,3.5,9.3,116,4800.0,24.0,30,17669.0,9.791666666666666,Medium,0,1.0,,inf,Low,0,0,1,0,0
170,std,,sedan,102.4,0.8438250840941854,0.9236111111111112,54.9,2326,,,0.37423312883435583,mpfi,3.31,3.54,8.7,92,4200.0,29.0,34,8948.0,8.103448275862071,Low,0,1.0,,inf,Low,0,1,0,0,0
171,turbo,,sedan,102.4,0.8438250840941854,0.9236111111111112,54.9,2480,,,0.3374233128834356,idi,3.27,3.35,22.5,73,4500.0,30.0,33,10698.0,7.833333333333332,Low,1,0.0,,235.0,Low,0,1,0,0,0
172,std,,hatchback,102.4,0.8438250840941854,0.9236111111111112,53.9,2414,,,0.37423312883435583,mpfi,3.31,3.54,8.7,92,4200.0,27.0,32,9988.0,8.703703703703704,Low,0,1.0,,inf,Low,0,1,0,0,0
173,std,,sedan,102.4,0.8438250840941854,0.9236111111111112,54.9,2414,,,0.37423312883435583,mpfi,3.31,3.54,8.7,92,4200.0,27.0,32,10898.0,8.703703703703704,Low,0,1.0,,inf,Low,0,1,0,0,0
174,std,,hatchback,102.4,0.8438250840941854,0.9236111111111112,53.9,2458,,,0.37423312883435583,mpfi,3.31,3.54,8.7,92,4200.0,27.0,32,11248.0,8.703703703703704,Low,0,1.0,,inf,Low,0,1,0,0,0
175,std,,hatchback,102.9,0.8817876021143681,0.9402777777777778,52,2976,,,0.5245398773006135,mpfi,3.27,3.35,9.3,161,5200.0,20.0,24,16558.0,11.75,High,0,1.0,,inf,Low,0,0,1,0,0
176,std,,hatchback,102.9,0.8817876021143681,0.9402777777777778,52,3016,,,0.5245398773006135,mpfi,3.27,3.35,9.3,161,5200.0,19.0,24,15998.0,12.36842105263158,High,0,1.0,,inf,Low,0,0,1,0,0
177,std,,sedan,104.5,0.9024507448342144,0.9236111111111112,54.1,3131,,,0.5245398773006135,mpfi,3.27,3.35,9.2,156,5200.0,20.0,24,15690.0,11.75,High,0,1.0,,inf,Low,0,0,1,0,0
178,std,,wagon,104.5,0.9024507448342144,0.9236111111111112,54.1,3151,,,0.4938650306748466,mpfi,3.27,3.35,9.2,156,5200.0,19.0,24,15750.0,12.36842105263158,High,0,1.0,,inf,Low,0,0,1,0,0
179,std,,sedan,97.3,0.8250840941854877,0.9097222222222222,55.7,2261,,,0.29754601226993865,idi,3.01,3.4,23,52,4800.0,37.0,46,7775.0,6.351351351351353,Low,1,0.0,,235.0,Low,0,1,0,0,0
180,std,,sedan,97.3,0.8250840941854877,0.9097222222222222,55.7,2209,,,0.3343558282208589,mpfi,3.19,3.4,9,85,5250.0,27.0,34,7975.0,8.703703703703704,Low,0,1.0,,inf,Low,0,1,0,0,0
181,std,,sedan,97.3,0.8250840941854877,0.9097222222222222,55.7,2264,,,0.29754601226993865,idi,3.01,3.4,23,52,4800.0,37.0,46,7995.0,6.351351351351353,Low,1,0.0,,235.0,Low,0,1,0,0,0
182,std,,sedan,97.3,0.8250840941854877,0.9097222222222222,55.7,2212,,,0.3343558282208589,mpfi,3.19,3.4,9,85,5250.0,27.0,34,8195.0,8.703703703703704,Low,0,1.0,,inf,Low,0,1,0,0,0
183,std,,sedan,97.3,0.8250840941854877,0.9097222222222222,55.7,2275,,,0.3343558282208589,mpfi,3.19,3.4,9,85,5250.0,27.0,34,8495.0,8.703703703703704,Low,0,1.0,,inf,Low,0,1,0,0,0
184,turbo,,sedan,97.3,0.8250840941854877,0.9097222222222222,55.7,2319,,,0.29754601226993865,idi,3.01,3.4,23,68,4500.0,37.0,42,9495.0,6.351351351351353,Low,1,0.0,,235.0,Low,0,1,0,0,0
185,std,,sedan,97.3,0.8250840941854877,0.9097222222222222,55.7,2300,,,0.3343558282208589,mpfi,3.19,3.4,10,100,5500.0,26.0,32,9995.0,9.038461538461537,Low,0,1.0,,inf,Low,0,1,0,0,0
186,std,,convertible,94.5,0.7654973570398848,0.8916666666666667,55.6,2254,,,0.3343558282208589,mpfi,3.19,3.4,8.5,90,5500.0,24.0,29,11595.0,9.791666666666666,Low,0,1.0,,inf,Low,0,1,0,0,0
187,std,,hatchback,94.5,0.7962518020182604,0.8888888888888888,51.4,2221,,,0.3343558282208589,mpfi,3.19,3.4,8.5,90,5500.0,24.0,29,9980.0,9.791666666666666,Low,0,1.0,,inf,Low,0,1,0,0,0
188,std,,sedan,100.4,0.8659298414223928,0.9291666666666668,55.1,2661,,,0.4171779141104294,mpfi,3.19,3.4,8.5,110,5500.0,19.0,24,13295.0,12.36842105263158,Medium,0,1.0,,inf,Low,0,1,0,0,0
189,turbo,,sedan,100.4,0.8659298414223928,0.9291666666666668,55.1,2579,,,0.29754601226993865,idi,3.01,3.4,23,68,4500.0,33.0,38,13845.0,7.121212121212121,Low,1,0.0,,235.0,Low,0,1,0,0,0
190,std,,wagon,100.4,0.8798654493032196,0.9291666666666668,55.1,2563,,,0.3343558282208589,mpfi,3.19,3.4,9,88,5500.0,25.0,31,12290.0,9.4,Low,0,1.0,,inf,Low,0,1,0,0,0
191,std,,sedan,104.3,0.9072561268620856,0.9333333333333332,56.2,2912,,,0.4325153374233129,mpfi,3.78,3.15,9.5,114,5400.0,23.0,28,12940.0,10.217391304347826,Medium,0,1.0,,inf,Low,0,0,1,0,0
192,std,,wagon,104.3,0.9072561268620856,0.9333333333333332,57.5,3034,,,0.4325153374233129,mpfi,3.78,3.15,9.5,114,5400.0,23.0,28,13415.0,10.217391304347826,Medium,0,1.0,,inf,Low,0,0,1,0,0
193,std,,sedan,104.3,0.9072561268620856,0.9333333333333332,56.2,2935,,,0.4325153374233129,mpfi,3.78,3.15,9.5,114,5400.0,24.0,28,15985.0,9.791666666666666,Medium,0,1.0,,inf,Low,0,0,1,0,0
194,std,,wagon,104.3,0.9072561268620856,0.9333333333333332,57.5,3042,,,0.4325153374233129,mpfi,3.78,3.15,9.5,114,5400.0,24.0,28,16515.0,9.791666666666666,Medium,0,1.0,,inf,Low,0,0,1,0,0
195,turbo,,sedan,104.3,0.9072561268620856,0.9333333333333332,56.2,3045,,,0.3987730061349693,mpfi,3.62,3.15,7.5,162,5100.0,17.0,22,18420.0,13.823529411764708,High,0,1.0,,inf,Low,0,0,1,0,0
196,turbo,,wagon,104.3,0.9072561268620856,0.9333333333333332,57.5,3157,,,0.3987730061349693,mpfi,3.62,3.15,7.5,162,5100.0,17.0,22,18950.0,13.823529411764708,High,0,1.0,,inf,Medium,0,0,1,0,0
197,std,,sedan,109.1,0.9072561268620856,0.9569444444444444,55.5,2952,,,0.4325153374233129,mpfi,3.78,3.15,9.5,114,5400.0,23.0,28,16845.0,10.217391304347826,Medium,0,1.0,,inf,Low,0,0,1,0,0
198,turbo,,sedan,109.1,0.9072561268620856,0.9555555555555556,55.5,3049,,,0.4325153374233129,mpfi,3.78,3.15,8.7,160,5300.0,19.0,25,19045.0,12.36842105263158,High,0,1.0,,inf,Medium,0,0,1,0,0
199,std,,sedan,109.1,0.9072561268620856,0.9569444444444444,55.5,3012,,,0.5306748466257669,mpfi,3.58,2.87,8.8,134,5500.0,18.0,23,21485.0,13.055555555555555,Medium,0,1.0,,inf,Medium,0,0,1,0,0
200,turbo,,sedan,109.1,0.9072561268620856,0.9569444444444444,55.5,3217,,,0.4447852760736196,idi,3.01,3.4,23,106,4800.0,26.0,27,22470.0,9.038461538461537,Medium,1,0.0,,235.0,Medium,0,0,1,0,0
201,turbo,,sedan,109.1,0.9072561268620856,0.9569444444444444,55.5,3062,,,0.4325153374233129,mpfi,3.78,3.15,9.5,114,5400.0,19.0,25,22625.0,12.36842105263158,Medium,0,1.0,,inf,Medium,0,0,1,0,0
